,title,name,stars,text,label_sentimen,text_clean,text_casefoldingText,text_slangwords,text_stemming,text_tokenizingText,text_stopword,text_final
134,Terminal Bus Ajibarang,SLs Ramdani,4,Hanya singgah untuk ibadah..tapi tempatnya lumayan nyaman dan bersih,Positif,Hanya singgah untuk ibadahtapi tempatnya lumayan nyaman dan bersih,hanya singgah untuk ibadahtapi tempatnya lumayan nyaman dan bersih,hanya singgah untuk ibadahtapi tempatnya lumayan nyaman dan bersih,hanya singgah untuk ibadahtapi tempat lumayan nyaman dan bersih,"['hanya', 'singgah', 'untuk', 'ibadahtapi', 'tempat', 'lumayan', 'nyaman', 'dan', 'bersih']","['singgah', 'ibadahtapi', 'lumayan', 'nyaman', 'bersih']",singgah ibadahtapi lumayan nyaman bersih
135,Terminal Bus Ajibarang,eskadejavu 18,4,"Terminal bus antar kota antar provinsi. Sinar Jaya, Murni Jaya, Arga Mas dll",Positif,Terminal bus antar kota antar provinsi Sinar Jaya Murni Jaya Arga Mas dll,terminal bus antar kota antar provinsi sinar jaya murni jaya arga mas dll,terminal bus antar kota antar provinsi sinar jaya murni jaya arga mas dll,terminal bus antar kota antar provinsi sinar jaya murni jaya arga mas dll,"['terminal', 'bus', 'antar', 'kota', 'antar', 'provinsi', 'sinar', 'jaya', 'murni', 'jaya', 'arga', 'mas', 'dll']","['terminal', 'bus', 'kota', 'provinsi', 'sinar', 'jaya', 'murni', 'jaya', 'arga', 'mas', 'dll']",terminal bus kota provinsi sinar jaya murni jaya arga mas dll
136,Terminal Bus Ajibarang,Ahmad Topik,5,Puas dan dengan pelayanan nya josss,Positif,Puas dan dengan pelayanan nya josss,puas dan dengan pelayanan nya josss,puas dan dengan pelayanan nya josss,puas dan dengan layan nya josss,"['puas', 'dan', 'dengan', 'layan', 'nya', 'josss']","['puas', 'layan', 'josss']",puas layan josss
137,Terminal Bus Ajibarang,FERY COOL TV,5,Keren,Positif,Keren,keren,keren,keren,['keren'],['keren'],keren
138,Terminal Bus Ajibarang,NOVYAN ANNAFI,4,Oke tempat strategis,Positif,Oke tempat strategis,oke tempat strategis,oke tempat strategis,oke tempat strategis,"['oke', 'tempat', 'strategis']","['oke', 'strategis']",oke strategis
139,Terminal Bus Ajibarang,Ulfatul Aliyah,5,"Dekat dengan trans banyumas, ataupun trans jateng",Positif,Dekat dengan trans banyumas ataupun trans jateng,dekat dengan trans banyumas ataupun trans jateng,dekat dengan trans banyumas ataupun trans jateng,dekat dengan trans banyumas atau trans jateng,"['dekat', 'dengan', 'trans', 'banyumas', 'atau', 'trans', 'jateng']","['trans', 'banyumas', 'trans', 'jateng']",trans banyumas trans jateng
140,Terminal Bus Ajibarang,Agen Sumatra Ajibarang,5,Beli Tiket Bus Hanya di Agen Resmi,Positif,Beli Tiket Bus Hanya di Agen Resmi,beli tiket bus hanya di agen resmi,beli tiket bus hanya di agen resmi,beli tiket bus hanya di agen resmi,"['beli', 'tiket', 'bus', 'hanya', 'di', 'agen', 'resmi']","['beli', 'tiket', 'bus', 'agen', 'resmi']",beli tiket bus agen resmi
141,Terminal Bus Ajibarang,Iwan Sumantri,5,Selalu istimewa sepanjang waktu,Positif,Selalu istimewa sepanjang waktu,selalu istimewa sepanjang waktu,selalu istimewa sepanjang waktu,selalu istimewa panjang waktu,"['selalu', 'istimewa', 'panjang', 'waktu']",['istimewa'],istimewa
142,Terminal Bus Ajibarang,Wowo AC cctv,5,SEKARANG UDAH SEPI G KAYA DULU,Positif,SEKARANG UDAH SEPI G KAYA DULU,sekarang udah sepi g kaya dulu,sekarang sudah sepi enggak kayak dulu,sekarang sudah sepi enggak kayak dulu,"['sekarang', 'sudah', 'sepi', 'enggak', 'kayak', 'dulu']","['sepi', 'kayak']",sepi kayak
143,Terminal Bus Ajibarang,keysan Joen,4,"Terminal ajibarang,, sekarang lebih tertata rapi sih,,,bersih dan nyaman.",Positif,Terminal ajibarang sekarang lebih tertata rapi sihbersih dan nyaman,terminal ajibarang sekarang lebih tertata rapi sihbersih dan nyaman,terminal ajibarang sekarang lebih tertata rapi sihbersih dan nyaman,terminal ajibarang sekarang lebih tata rapi sihbersih dan nyaman,"['terminal', 'ajibarang', 'sekarang', 'lebih', 'tata', 'rapi', 'sihbersih', 'dan', 'nyaman']","['terminal', 'ajibarang', 'tata', 'rapi', 'sihbersih', 'nyaman']",terminal ajibarang tata rapi sihbersih nyaman
144,Terminal Bus Ajibarang,Madinah Herbal (MH),1,Bus ato angkutan jarang brhenti di terminal,Negatif,Bus ato angkutan jarang brhenti di terminal,bus ato angkutan jarang brhenti di terminal,bus atau angkutan jarang brhenti di terminal,bus atau angkut jarang brhenti di terminal,"['bus', 'atau', 'angkut', 'jarang', 'brhenti', 'di', 'terminal']","['bus', 'angkut', 'jarang', 'brhenti', 'terminal']",bus angkut jarang brhenti terminal
145,Terminal Bus Ajibarang,Tiar Bahtiar,5,"Terminal dari jaman bocah ampe sekarang, langganan kalo anter keluarga.",Positif,Terminal dari jaman bocah ampe sekarang langganan kalo anter keluarga,terminal dari jaman bocah ampe sekarang langganan kalo anter keluarga,terminal dari jaman bocah sampai sekarang langganan kalo antar keluarga,terminal dari jaman bocah sampai sekarang langgan kalo antar keluarga,"['terminal', 'dari', 'jaman', 'bocah', 'sampai', 'sekarang', 'langgan', 'kalo', 'antar', 'keluarga']","['terminal', 'jaman', 'bocah', 'langgan', 'kalo', 'keluarga']",terminal jaman bocah langgan kalo keluarga
146,Terminal Bus Ajibarang,Mohamad Faizin,5,Meriah dan bagus,Positif,Meriah dan bagus,meriah dan bagus,meriah dan bagus,riah dan bagus,"['riah', 'dan', 'bagus']","['riah', 'bagus']",riah bagus
147,Terminal Bus Ajibarang,arif riyanto,5,"So ga sperti yg di bayangkan,skrg sdh teratur dlm tiketing trhadap penumpang fan tdk ada penumpukan penumpang",Positif,So ga sperti yg di bayangkanskrg sdh teratur dlm tiketing trhadap penumpang fan tdk ada penumpukan penumpang,so ga sperti yg di bayangkanskrg sdh teratur dlm tiketing trhadap penumpang fan tdk ada penumpukan penumpang,sok enggak seperti yang di bayangkan sekarang sudah teratur dalam tiketing  terhadap penumpang fan tidak ada penumpukan penumpang,sok enggak seperti yang di bayang sekarang sudah atur dalam tiketing hadap tumpang fan tidak ada tumpu tumpang,"['sok', 'enggak', 'seperti', 'yang', 'di', 'bayang', 'sekarang', 'sudah', 'atur', 'dalam', 'tiketing', 'hadap', 'tumpang', 'fan', 'tidak', 'ada', 'tumpu', 'tumpang']","['sok', 'bayang', 'atur', 'tiketing', 'hadap', 'tumpang', 'fan', 'tidak', 'tumpu', 'tumpang']",sok bayang atur tiketing hadap tumpang fan tidak tumpu tumpang
148,Terminal Bus Ajibarang,Ukunzi,4,"Agen bus antar kota lengkap,penerangan kurang,terkesan gelap pas malam hari",Positif,Agen bus antar kota lengkappenerangan kurangterkesan gelap pas malam hari,agen bus antar kota lengkappenerangan kurangterkesan gelap pas malam hari,agen bus antar kota lengkappenerangan kurangterkesan gelap  ketika malam hari,agen bus antar kota lengkappenerangan kurangterkesan gelap ketika malam hari,"['agen', 'bus', 'antar', 'kota', 'lengkappenerangan', 'kurangterkesan', 'gelap', 'ketika', 'malam', 'hari']","['agen', 'bus', 'kota', 'lengkappenerangan', 'kurangterkesan', 'gelap', 'malam']",agen bus kota lengkappenerangan kurangterkesan gelap malam
149,Terminal Bus Ajibarang,nden ayoe,5,Kami makan soto babat dikios nya ibu kiswandi agen bus rosalia indah rasanya enak mantul kuah sotone buket bumbune krasa bgd. 👍,Positif,Kami makan soto babat dikios nya ibu kiswandi agen bus rosalia indah rasanya enak mantul kuah sotone buket bumbune krasa bgd,kami makan soto babat dikios nya ibu kiswandi agen bus rosalia indah rasanya enak mantul kuah sotone buket bumbune krasa bgd,kami makan soto babat dikios nya ibu kiswandi agen bus rosalia indah rasanya enak mantul kuah sotone buket bumbune krasa banget,kami makan soto babat kios nya ibu kiswandi agen bus rosalia indah rasa enak mantul kuah sotone buket bumbune krasa banget,"['kami', 'makan', 'soto', 'babat', 'kios', 'nya', 'ibu', 'kiswandi', 'agen', 'bus', 'rosalia', 'indah', 'rasa', 'enak', 'mantul', 'kuah', 'sotone', 'buket', 'bumbune', 'krasa', 'banget']","['makan', 'soto', 'babat', 'kios', 'kiswandi', 'agen', 'bus', 'rosalia', 'indah', 'enak', 'mantul', 'kuah', 'sotone', 'buket', 'bumbune', 'krasa', 'banget']",makan soto babat kios kiswandi agen bus rosalia indah enak mantul kuah sotone buket bumbune krasa banget
150,Terminal Bus Ajibarang,muhammad tajudin,5,Terminalnya Sepi,Positif,Terminalnya Sepi,terminalnya sepi,terminalnya sepi,terminal sepi,"['terminal', 'sepi']","['terminal', 'sepi']",terminal sepi
151,Terminal Bus Ajibarang,Imam Santosa,5,Bersih,Positif,Bersih,bersih,bersih,bersih,['bersih'],['bersih'],bersih
152,Terminal Bus Ajibarang,Ayis Bah,5,buka jm brpa kak,Positif,buka jm brpa kak,buka jm brpa kak,buka jm berapa kak,buka jm berapa kak,"['buka', 'jm', 'berapa', 'kak']","['buka', 'jm', 'kak']",buka jm kak
153,Terminal Bus Ajibarang,Ros Nalia,1,"Benar benar kecewa dengan pelayanan sinarjaya di terminal ajibarang, keterlambatan bukan 30mnt/1 jam, tapi 3 jam lebih. Penumpang di harapkan datang tepat waktu tapi dari sinarjayanya sendiri sangat mulur. Bikin kapok, dari awal harusnya di jelaskan kalo ada keterlambatan, jadi kita ngga nunggu selama itu, bukan sekali dua kali telatnya bikin orang darah tinggi. Beberapa kali nganter sodarapun berangkatnya telat. Coba di koreksi lagi buat jadwal registrasi yg masuk akal. Ibu ibu yg nunggu di loket juga aneh di tanya keterlambatanya kurang lebih berapa lama jawabanya ""MENYESUAIKAN"". Dari jam 6 sore nanya bis udah sampe mana jawabnya udah sampe purwokerto sampe jam 9 lebih nanya lagi bis masih di karanglewas. Gokil.... Mana tidak bisa pengembalian dana. Ngga rekomen tidak ada tanggung jawabnya🙂",Negatif,Benar benar kecewa dengan pelayanan sinarjaya di terminal ajibarang keterlambatan bukan mnt jam tapi  jam lebih Penumpang di harapkan datang tepat waktu tapi dari sinarjayanya sendiri sangat mulur Bikin kapok dari awal harusnya di jelaskan kalo ada keterlambatan jadi kita ngga nunggu selama itu bukan sekali dua kali telatnya bikin orang darah tinggi Beberapa kali nganter sodarapun berangkatnya telat Coba di koreksi lagi buat jadwal registrasi yg masuk akal Ibu ibu yg nunggu di loket juga aneh di tanya keterlambatanya kurang lebih berapa lama jawabanya MENYESUAIKAN Dari jam  sore nanya bis udah sampe mana jawabnya udah sampe purwokerto sampe jam  lebih nanya lagi bis masih di karanglewas Gokil Mana tidak bisa pengembalian dana Ngga rekomen tidak ada tanggung jawabnya,benar benar kecewa dengan pelayanan sinarjaya di terminal ajibarang keterlambatan bukan mnt jam tapi  jam lebih penumpang di harapkan datang tepat waktu tapi dari sinarjayanya sendiri sangat mulur bikin kapok dari awal harusnya di jelaskan kalo ada keterlambatan jadi kita ngga nunggu selama itu bukan sekali dua kali telatnya bikin orang darah tinggi beberapa kali nganter sodarapun berangkatnya telat coba di koreksi lagi buat jadwal registrasi yg masuk akal ibu ibu yg nunggu di loket juga aneh di tanya keterlambatanya kurang lebih berapa lama jawabanya menyesuaikan dari jam  sore nanya bis udah sampe mana jawabnya udah sampe purwokerto sampe jam  lebih nanya lagi bis masih di karanglewas gokil mana tidak bisa pengembalian dana ngga rekomen tidak ada tanggung jawabnya,benar benar kecewa dengan pelayanan sinarjaya di terminal ajibarang keterlambatan bukan minta jam tapi jam lebih penumpang di harapkan datang tepat waktu tapi dari sinarjayanya sendiri sangat mulur bikin kapok dari awal harusnya di jelaskan kalo ada keterlambatan jadi kita enggak menunggu selama itu bukan sekali dua kali telatnya bikin orang darah tinggi beberapa kali nganter sodarapun berangkatnya telat coba di koreksi lagi buat jadwal registrasi yang masuk akal ibu ibu yang menunggu di loket juga aneh di tanya keterlambatanya kurang lebih berapa lama jawabanya menyesuaikan dari jam sore bertanya bis sudah sampai mana jawabnya sudah sampai purwokerto sampai jam lebih bertanya lagi bis masih di karanglewas gila mana tidak bisa pengembalian dana enggak rekomen tidak ada tanggung jawabnya,benar benar kecewa dengan layan sinarjaya di terminal ajibarang lambat bukan minta jam tapi jam lebih tumpang di harap datang tepat waktu tapi dari sinarjayanya sendiri sangat mulur bikin kapok dari awal harus di jelas kalo ada lambat jadi kita enggak tunggu lama itu bukan sekali dua kali telat bikin orang darah tinggi beberapa kali nganter sodarapun berangkat telat coba di koreksi lagi buat jadwal registrasi yang masuk akal ibu ibu yang tunggu di loket juga aneh di tanya keterlambatanya kurang lebih berapa lama jawabanya sesuai dari jam sore tanya bis sudah sampai mana jawab sudah sampai purwokerto sampai jam lebih tanya lagi bis masih di karanglewas gila mana tidak bisa kembali dana enggak rekomen tidak ada tanggung jawab,"['benar', 'benar', 'kecewa', 'dengan', 'layan', 'sinarjaya', 'di', 'terminal', 'ajibarang', 'lambat', 'bukan', 'minta', 'jam', 'tapi', 'jam', 'lebih', 'tumpang', 'di', 'harap', 'datang', 'tepat', 'waktu', 'tapi', 'dari', 'sinarjayanya', 'sendiri', 'sangat', 'mulur', 'bikin', 'kapok', 'dari', 'awal', 'harus', 'di', 'jelas', 'kalo', 'ada', 'lambat', 'jadi', 'kita', 'enggak', 'tunggu', 'lama', 'itu', 'bukan', 'sekali', 'dua', 'kali', 'telat', 'bikin', 'orang', 'darah', 'tinggi', 'beberapa', 'kali', 'nganter', 'sodarapun', 'berangkat', 'telat', 'coba', 'di', 'koreksi', 'lagi', 'buat', 'jadwal', 'registrasi', 'yang', 'masuk', 'akal', 'ibu', 'ibu', 'yang', 'tunggu', 'di', 'loket', 'juga', 'aneh', 'di', 'tanya', 'keterlambatanya', 'kurang', 'lebih', 'berapa', 'lama', 'jawabanya', 'sesuai', 'dari', 'jam', 'sore', 'tanya', 'bis', 'sudah', 'sampai', 'mana', 'jawab', 'sudah', 'sampai', 'purwokerto', 'sampai', 'jam', 'lebih', 'tanya', 'lagi', 'bis', 'masih', 'di', 'karanglewas', 'gila', 'mana', 'tidak', 'bisa', 'kembali', 'dana', 'enggak', 'rekomen', 'tidak', 'ada', 'tanggung', 'jawab']","['kecewa', 'layan', 'sinarjaya', 'terminal', 'ajibarang', 'lambat', 'jam', 'jam', 'tumpang', 'harap', 'sinarjayanya', 'mulur', 'bikin', 'kapok', 'kalo', 'lambat', 'tunggu', 'kali', 'telat', 'bikin', 'orang', 'darah', 'kali', 'nganter', 'sodarapun', 'berangkat', 'telat', 'coba', 'koreksi', 'jadwal', 'registrasi', 'masuk', 'akal', 'tunggu', 'loket', 'aneh', 'keterlambatanya', 'jawabanya', 'sesuai', 'jam', 'sore', 'bis', 'purwokerto', 'jam', 'bis', 'karanglewas', 'gila', 'tidak', 'dana', 'rekomen', 'tidak', 'tanggung']",kecewa layan sinarjaya terminal ajibarang lambat jam jam tumpang harap sinarjayanya mulur bikin kapok kalo lambat tunggu kali telat bikin orang darah kali nganter sodarapun berangkat telat coba koreksi jadwal registrasi masuk akal tunggu loket aneh keterlambatanya jawabanya sesuai jam sore bis purwokerto jam bis karanglewas gila tidak dana rekomen tidak tanggung
154,Terminal Bus Ajibarang,Agus Warsito,5,"Saya naik murni jaya ..transit di disini. Nyaman,aman,dan bersih.",Positif,Saya naik murni jaya transit di disini Nyamanamandan bersih,saya naik murni jaya transit di disini nyamanamandan bersih,saya naik murni jaya transit di disini nyamanamandan bersih,saya naik murni jaya transit di sini nyamanamandan bersih,"['saya', 'naik', 'murni', 'jaya', 'transit', 'di', 'sini', 'nyamanamandan', 'bersih']","['murni', 'jaya', 'transit', 'nyamanamandan', 'bersih']",murni jaya transit nyamanamandan bersih
155,Terminal Bus Ajibarang,dedi hendriana,5,Pasang cover jok honda mobilio,Positif,Pasang cover jok honda mobilio,pasang cover jok honda mobilio,pasang cover jok honda mobilio,pasang cover jok honda mobilio,"['pasang', 'cover', 'jok', 'honda', 'mobilio']","['pasang', 'cover', 'jok', 'honda', 'mobilio']",pasang cover jok honda mobilio
156,Terminal Bus Ajibarang,Sohib,5,Kurang luas,Positif,Kurang luas,kurang luas,kurang luas,kurang luas,"['kurang', 'luas']",['luas'],luas
157,Terminal Bus Ajibarang,mendadi handoko,5,Moda transportasi setiap mudik,Positif,Moda transportasi setiap mudik,moda transportasi setiap mudik,moda transportasi setiap mudik,moda transportasi tiap mudik,"['moda', 'transportasi', 'tiap', 'mudik']","['moda', 'transportasi', 'mudik']",moda transportasi mudik
158,Terminal Bus Ajibarang,Ridho Amee,4,Terminal bus ajibarang sekarang sudah tertata. Dan sudah cukup nyaman..,Positif,Terminal bus ajibarang sekarang sudah tertata Dan sudah cukup nyaman,terminal bus ajibarang sekarang sudah tertata dan sudah cukup nyaman,terminal bus ajibarang sekarang sudah tertata dan sudah cukup nyaman,terminal bus ajibarang sekarang sudah tata dan sudah cukup nyaman,"['terminal', 'bus', 'ajibarang', 'sekarang', 'sudah', 'tata', 'dan', 'sudah', 'cukup', 'nyaman']","['terminal', 'bus', 'ajibarang', 'tata', 'nyaman']",terminal bus ajibarang tata nyaman
159,Terminal Bus Ajibarang,yanuar dany,5,Agen bus lintas provinsi,Positif,Agen bus lintas provinsi,agen bus lintas provinsi,agen bus lintas provinsi,agen bus lintas provinsi,"['agen', 'bus', 'lintas', 'provinsi']","['agen', 'bus', 'lintas', 'provinsi']",agen bus lintas provinsi
160,Terminal Bus Ajibarang,Joseph Sekar Gadung,5,"Terminal kecil lengkap dengan beberapa agen Po. Bus tujuan Jabodetabek, SINAR JAYA, DMI, ROSALIA INDAH, MURNI JAYA, AGRA MAS.",Positif,Terminal kecil lengkap dengan beberapa agen Po Bus tujuan Jabodetabek SINAR JAYA DMI ROSALIA INDAH MURNI JAYA AGRA MAS,terminal kecil lengkap dengan beberapa agen po bus tujuan jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas,terminal kecil lengkap dengan beberapa agen po bus tujuan jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas,terminal kecil lengkap dengan beberapa agen po bus tuju jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas,"['terminal', 'kecil', 'lengkap', 'dengan', 'beberapa', 'agen', 'po', 'bus', 'tuju', 'jabodetabek', 'sinar', 'jaya', 'dmi', 'rosalia', 'indah', 'murni', 'jaya', 'agra', 'mas']","['terminal', 'lengkap', 'agen', 'po', 'bus', 'tuju', 'jabodetabek', 'sinar', 'jaya', 'dmi', 'rosalia', 'indah', 'murni', 'jaya', 'agra', 'mas']",terminal lengkap agen po bus tuju jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas
161,Terminal Bus Ajibarang,Sarwonobds wowo parabola Ajibarang,5,👍👍👍👍,Positif,,,,,[],[],
162,Terminal Bus Ajibarang,sri purwanti,5,"Tempatnya nyaman dan oleh- olehnya murah, dan org2 nya ramah",Positif,Tempatnya nyaman dan oleh olehnya murah dan org nya ramah,tempatnya nyaman dan oleh olehnya murah dan org nya ramah,tempatnya nyaman dan oleh olehnya murah dan orang nya ramah,tempat nyaman dan oleh oleh murah dan orang nya ramah,"['tempat', 'nyaman', 'dan', 'oleh', 'oleh', 'murah', 'dan', 'orang', 'nya', 'ramah']","['nyaman', 'murah', 'orang', 'ramah']",nyaman murah orang ramah
163,Terminal Bus Ajibarang,wiwin setiabudi,5,Terminal ajibarang ini sering kita dengar dan terkenal krn lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,Positif,Terminal ajibarang ini sering kita dengar dan terkenal krn lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,terminal ajibarang ini sering kita dengar dan terkenal krn lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,terminal ajibarang ini sering kita dengar dan terkenal karena lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,terminal ajibarang ini sering kita dengar dan kenal karena lokasi strategis banyak bus yang singgah untuk lewat jalur sebut untuk turun tumpang atau ambil tumpang,"['terminal', 'ajibarang', 'ini', 'sering', 'kita', 'dengar', 'dan', 'kenal', 'karena', 'lokasi', 'strategis', 'banyak', 'bus', 'yang', 'singgah', 'untuk', 'lewat', 'jalur', 'sebut', 'untuk', 'turun', 'tumpang', 'atau', 'ambil', 'tumpang']","['terminal', 'ajibarang', 'dengar', 'kenal', 'lokasi', 'strategis', 'bus', 'singgah', 'jalur', 'turun', 'tumpang', 'ambil', 'tumpang']",terminal ajibarang dengar kenal lokasi strategis bus singgah jalur turun tumpang ambil tumpang
164,Terminal Bus Ajibarang,Sweet Memory 90-an,4,Mayan enak,Positif,Mayan enak,mayan enak,lumayan enak,lumayan enak,"['lumayan', 'enak']","['lumayan', 'enak']",lumayan enak
165,Terminal Bus Ajibarang,Rachmat 84,5,Sangat membantu,Positif,Sangat membantu,sangat membantu,sangat membantu,sangat bantu,"['sangat', 'bantu']",['bantu'],bantu
166,Terminal Bus Ajibarang,Jariyah Jariyah,4,Nyaman ga ada calo,Positif,Nyaman ga ada calo,nyaman ga ada calo,nyaman enggak ada calo,nyaman enggak ada calo,"['nyaman', 'enggak', 'ada', 'calo']","['nyaman', 'calo']",nyaman calo
167,Terminal Bus Ajibarang,tasripin commoc,5,Bagus,Positif,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus
168,Terminal Bus Ajibarang,Handayani04,5,Sekarang lebih teratur,Positif,Sekarang lebih teratur,sekarang lebih teratur,sekarang lebih teratur,sekarang lebih atur,"['sekarang', 'lebih', 'atur']",['atur'],atur
169,Terminal Bus Ajibarang,Niko Dwiyanto,5,Memuaskan belanja disini bisa online lagi 🥰,Positif,Memuaskan belanja disini bisa online lagi,memuaskan belanja disini bisa online lagi,memuaskan belanja disini bisa online lagi,muas belanja sini bisa online lagi,"['muas', 'belanja', 'sini', 'bisa', 'online', 'lagi']","['muas', 'belanja', 'online']",muas belanja online
170,Terminal Bus Ajibarang,Mulyawan Mulyawan,5,Sangat membantu,Positif,Sangat membantu,sangat membantu,sangat membantu,sangat bantu,"['sangat', 'bantu']",['bantu'],bantu
171,Terminal Bus Ajibarang,Putri Kamayanti,5,Tempat dimana sya pertama kali naik bis ke jakarta.skrg gak seramai dlu krn skrg hnya ada bus AKAP klo dlu kan bus yg ke arah pwt ato majenang jg ada dsni jdi ramai ni trminal.skrg jauhhh bgt suasana nya di banding dlu.tpi di balik itu smua ttep jdi tmpt yg favorit ketika sy pulkam pke bus sinjay.semoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata.,Positif,Tempat dimana sya pertama kali naik bis ke jakartaskrg gak seramai dlu krn skrg hnya ada bus AKAP klo dlu kan bus yg ke arah pwt ato majenang jg ada dsni jdi ramai ni trminalskrg jauhhh bgt suasana nya di banding dlutpi di balik itu smua ttep jdi tmpt yg favorit ketika sy pulkam pke bus sinjaysemoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata,tempat dimana sya pertama kali naik bis ke jakartaskrg gak seramai dlu krn skrg hnya ada bus akap klo dlu kan bus yg ke arah pwt ato majenang jg ada dsni jdi ramai ni trminalskrg jauhhh bgt suasana nya di banding dlutpi di balik itu smua ttep jdi tmpt yg favorit ketika sy pulkam pke bus sinjaysemoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata,tempat dimana saya pertama kali naik bis ke jakartaskrg enggak seramai dulu karena sekarang hanya ada bus akap kalo dulu kan bus yang ke arah pwt atau majenang juga ada disini jadi ramai nih trminalskrg jauh banget suasana nya di banding dlutpi di balik itu semua tetap jadi tempat yang favorit ketika saya pulkam pakai bus sinjaysemoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata,tempat mana saya pertama kali naik bis ke jakartaskrg enggak serama dulu karena sekarang hanya ada bus akap kalo dulu kan bus yang ke arah pwt atau majenang juga ada sini jadi ramai nih trminalskrg jauh banget suasana nya di banding dlutpi di balik itu semua tetap jadi tempat yang favorit ketika saya pulkam pakai bus sinjaysemoga depan nya terminal ajibarang akan kembali rame kembali rapi dan tata,"['tempat', 'mana', 'saya', 'pertama', 'kali', 'naik', 'bis', 'ke', 'jakartaskrg', 'enggak', 'serama', 'dulu', 'karena', 'sekarang', 'hanya', 'ada', 'bus', 'akap', 'kalo', 'dulu', 'kan', 'bus', 'yang', 'ke', 'arah', 'pwt', 'atau', 'majenang', 'juga', 'ada', 'sini', 'jadi', 'ramai', 'nih', 'trminalskrg', 'jauh', 'banget', 'suasana', 'nya', 'di', 'banding', 'dlutpi', 'di', 'balik', 'itu', 'semua', 'tetap', 'jadi', 'tempat', 'yang', 'favorit', 'ketika', 'saya', 'pulkam', 'pakai', 'bus', 'sinjaysemoga', 'depan', 'nya', 'terminal', 'ajibarang', 'akan', 'kembali', 'rame', 'kembali', 'rapi', 'dan', 'tata']","['kali', 'bis', 'jakartaskrg', 'serama', 'bus', 'akap', 'kalo', 'bus', 'arah', 'pwt', 'majenang', 'ramai', 'nih', 'trminalskrg', 'banget', 'suasana', 'banding', 'dlutpi', 'favorit', 'pulkam', 'pakai', 'bus', 'sinjaysemoga', 'terminal', 'ajibarang', 'rame', 'rapi', 'tata']",kali bis jakartaskrg serama bus akap kalo bus arah pwt majenang ramai nih trminalskrg banget suasana banding dlutpi favorit pulkam pakai bus sinjaysemoga terminal ajibarang rame rapi tata
172,Terminal Bus Ajibarang,Bambang Gunawan,5,"Terminal bus antar kota, yg luas",Positif,Terminal bus antar kota yg luas,terminal bus antar kota yg luas,terminal bus antar kota yang luas,terminal bus antar kota yang luas,"['terminal', 'bus', 'antar', 'kota', 'yang', 'luas']","['terminal', 'bus', 'kota', 'luas']",terminal bus kota luas
173,Terminal Bus Ajibarang,Iwan Bagus Hapsari,5,Kecil tapi indah,Positif,Kecil tapi indah,kecil tapi indah,kecil tapi indah,kecil tapi indah,"['kecil', 'tapi', 'indah']",['indah'],indah
174,Terminal Bus Ajibarang,Fajri Rost,5,"Tempat nyaman, cukup bersih,",Positif,Tempat nyaman cukup bersih,tempat nyaman cukup bersih,tempat nyaman cukup bersih,tempat nyaman cukup bersih,"['tempat', 'nyaman', 'cukup', 'bersih']","['nyaman', 'bersih']",nyaman bersih
175,Terminal Bus Ajibarang,Mahfudin Putranebpknasori,2,"Tidak ada fasilitas umum yg non berbayar seperti toilet dan tempat cuci tangan,  yg ada hanya kang retribusi parkir",Negatif,Tidak ada fasilitas umum yg non berbayar seperti toilet dan tempat cuci tangan  yg ada hanya kang retribusi parkir,tidak ada fasilitas umum yg non berbayar seperti toilet dan tempat cuci tangan  yg ada hanya kang retribusi parkir,tidak ada fasilitas umum yang non berbayar seperti toilet dan tempat cuci tangan yang ada hanya kang retribusi parkir,tidak ada fasilitas umum yang non bayar seperti toilet dan tempat cuci tangan yang ada hanya kang retribusi parkir,"['tidak', 'ada', 'fasilitas', 'umum', 'yang', 'non', 'bayar', 'seperti', 'toilet', 'dan', 'tempat', 'cuci', 'tangan', 'yang', 'ada', 'hanya', 'kang', 'retribusi', 'parkir']","['tidak', 'fasilitas', 'non', 'bayar', 'toilet', 'cuci', 'tangan', 'kang', 'retribusi', 'parkir']",tidak fasilitas non bayar toilet cuci tangan kang retribusi parkir
176,Terminal Bus Ajibarang,Kasno Edisukasno,4,Aman dan nyaman,Positif,Aman dan nyaman,aman dan nyaman,aman dan nyaman,aman dan nyaman,"['aman', 'dan', 'nyaman']","['aman', 'nyaman']",aman nyaman
