stars,text,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_final,polarity_score,polarity
5,Strategis untuk ke St.Pwt.,Strategis untuk ke StPwt,strategis untuk ke stpwt,strategis untuk ke stpwt,"['strategis', 'untuk', 'ke', 'stpwt']","['strategis', 'stpwt']",strategis stpwt,0,neutral
5,Strategis,Strategis,strategis,strategis,['strategis'],['strategis'],strategis,0,neutral
5,nyaman aman mudah di temukan,nyaman aman mudah di temukan,nyaman aman mudah di temukan,nyaman aman mudah di temukan,"['nyaman', 'aman', 'mudah', 'di', 'temukan']","['nyaman', 'aman', 'mudah', 'temukan']",nyaman aman mudah temukan,8,positive
5,"Tempat transit naik bus, bisa ke trans Jateng, Banyumas atau stasiun pintu barat Purwokerto",Tempat transit naik bus bisa ke trans Jateng Banyumas atau stasiun pintu barat Purwokerto,tempat transit naik bus bisa ke trans jateng banyumas atau stasiun pintu barat purwokerto,tempat transit naik bus bisa ke trans jateng banyumas atau stasiun pintu barat purwokerto,"['tempat', 'transit', 'naik', 'bus', 'bisa', 'ke', 'trans', 'jateng', 'banyumas', 'atau', 'stasiun', 'pintu', 'barat', 'purwokerto']","['transit', 'bus', 'trans', 'jateng', 'banyumas', 'stasiun', 'pintu', 'barat', 'purwokerto']",transit bus trans jateng banyumas stasiun pintu barat purwokerto,0,neutral
5,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,2,positive
4,so so,so so,so so,sok sok,"['sok', 'sok']","['sok', 'sok']",sok sok,0,neutral
5,"sebuah halte BRT yang sangat ramai karna sifatnya menjadi terminus / ujung bagi beberapa rute bus, informasi detil mengenai rute Trans Banyumas dan Trans Jateng ada ditempel di halte ini.

Saya berharap, transportasi umum semacam ini semakin diminati masyarakat dan akan mampu berkembang maju seperti di kawasan DK Jakarta dan sekitarnya.

Saya sempat merasakan kemudahan dalam mengakses transportasi umum di Jakarta, membuat saya berharap demikian kemajuan itu terjadi di Purwokerto, dan Banyumas, serta daerah lainnya.

Untuk sementara ini, kondisi halte Bus Trans Banyumas dipisah dengan Bus Trans Jateng, karena alasan tertentu yang saya kurang memahaminya.

Halte Bus Trans Jateng keadaannya lebih terbuka dan tidak terhalang akses udaranya, sama seperti halte pertengahan lainnya.

Sedangkan untuk halte Bus Trans Banyumas, kalau duduk di bagian dalam di cuaca terik, sangat sumuk sekali.

Plus minus nya ada, sesuai dengan cuaca juga iya..

Namun satu hal lagi yang saya terus berharap menjadi perhatian para pemangku kebijakan, yaitu fasilitas mounting sepeda di kendaraan umum..
Wahh sangat memudahkan sekali bagi saya yang belum punya mobil pribadi. Mengangkut sepeda di siang hari yang terik menuju jarak ± 25 Km, tentunya sangat bermanfaat sekali bus ini.",sebuah halte Byang sangat ramai karna sifatnya menjadi terminus  ujung bagi beberapa rute bus informasi detil mengenai rute Trans Banyumas dan Trans Jateng ada ditempel di halte ini  Saya berharap transportasi umum semacam ini semakin diminati masyarakat dan akan mampu berkembang maju seperti di kawasan DK Jakarta dan sekitarnya  Saya sempat merasakan kemudahan dalam mengakses transportasi umum di Jakarta membuat saya berharap demikian kemajuan itu terjadi di Purwokerto dan Banyumas serta daerah lainnya  Untuk sementara ini kondisi halte Bus Trans Banyumas dipisah dengan Bus Trans Jateng karena alasan tertentu yang saya kurang memahaminya  Halte Bus Trans Jateng keadaannya lebih terbuka dan tidak terhalang akses udaranya sama seperti halte pertengahan lainnya  Sedangkan untuk halte Bus Trans Banyumas kalau duduk di bagian dalam di cuaca terik sangat sumuk sekali  Plus minus nya ada sesuai dengan cuaca juga iya  Namun satu hal lagi yang saya terus berharap menjadi perhatian para pemangku kebijakan yaitu fasilitas mounting sepeda di kendaraan umum Wahh sangat memudahkan sekali bagi saya yang belum punya mobil pribadi Mengangkut sepeda di siang hari yang terik menuju jarak   Km tentunya sangat bermanfaat sekali bus ini,sebuah halte byang sangat ramai karna sifatnya menjadi terminus  ujung bagi beberapa rute bus informasi detil mengenai rute trans banyumas dan trans jateng ada ditempel di halte ini  saya berharap transportasi umum semacam ini semakin diminati masyarakat dan akan mampu berkembang maju seperti di kawasan dk jakarta dan sekitarnya  saya sempat merasakan kemudahan dalam mengakses transportasi umum di jakarta membuat saya berharap demikian kemajuan itu terjadi di purwokerto dan banyumas serta daerah lainnya  untuk sementara ini kondisi halte bus trans banyumas dipisah dengan bus trans jateng karena alasan tertentu yang saya kurang memahaminya  halte bus trans jateng keadaannya lebih terbuka dan tidak terhalang akses udaranya sama seperti halte pertengahan lainnya  sedangkan untuk halte bus trans banyumas kalau duduk di bagian dalam di cuaca terik sangat sumuk sekali  plus minus nya ada sesuai dengan cuaca juga iya  namun satu hal lagi yang saya terus berharap menjadi perhatian para pemangku kebijakan yaitu fasilitas mounting sepeda di kendaraan umum wahh sangat memudahkan sekali bagi saya yang belum punya mobil pribadi mengangkut sepeda di siang hari yang terik menuju jarak   km tentunya sangat bermanfaat sekali bus ini,sebuah halte byang sangat ramai karena sifatnya menjadi terminus ujung bagi beberapa rute bus informasi detil mengenai rute trans banyumas dan trans jateng ada ditempel di halte ini saya berharap transportasi umum semacam ini semakin diminati masyarakat dan akan mampu berkembang maju seperti di kawasan dk jakarta dan sekitarnya saya sempat merasakan kemudahan dalam mengakses transportasi umum di jakarta membuat saya berharap demikian kemajuan itu terjadi di purwokerto dan banyumas serta daerah lainnya untuk sementara ini kondisi halte bus trans banyumas dipisah dengan bus trans jateng karena alasan tertentu yang saya kurang memahaminya halte bus trans jateng keadaannya lebih terbuka dan tidak terhalang akses udaranya sama seperti halte pertengahan lainnya sedangkan untuk halte bus trans banyumas kalau duduk di bagian dalam di cuaca terik sangat sumuk sekali plus minus nya ada sesuai dengan cuaca juga iya namun satu hal lagi yang saya terus berharap menjadi perhatian para pemangku kebijakan yaitu fasilitas mounting sepeda di kendaraan umum wah sangat memudahkan sekali bagi saya yang belum punya mobil pribadi mengangkut sepeda di siang hari yang terik menuju jarak kamu tentunya sangat bermanfaat sekali bus ini,"['sebuah', 'halte', 'byang', 'sangat', 'ramai', 'karena', 'sifatnya', 'menjadi', 'terminus', 'ujung', 'bagi', 'beberapa', 'rute', 'bus', 'informasi', 'detil', 'mengenai', 'rute', 'trans', 'banyumas', 'dan', 'trans', 'jateng', 'ada', 'ditempel', 'di', 'halte', 'ini', 'saya', 'berharap', 'transportasi', 'umum', 'semacam', 'ini', 'semakin', 'diminati', 'masyarakat', 'dan', 'akan', 'mampu', 'berkembang', 'maju', 'seperti', 'di', 'kawasan', 'dk', 'jakarta', 'dan', 'sekitarnya', 'saya', 'sempat', 'merasakan', 'kemudahan', 'dalam', 'mengakses', 'transportasi', 'umum', 'di', 'jakarta', 'membuat', 'saya', 'berharap', 'demikian', 'kemajuan', 'itu', 'terjadi', 'di', 'purwokerto', 'dan', 'banyumas', 'serta', 'daerah', 'lainnya', 'untuk', 'sementara', 'ini', 'kondisi', 'halte', 'bus', 'trans', 'banyumas', 'dipisah', 'dengan', 'bus', 'trans', 'jateng', 'karena', 'alasan', 'tertentu', 'yang', 'saya', 'kurang', 'memahaminya', 'halte', 'bus', 'trans', 'jateng', 'keadaannya', 'lebih', 'terbuka', 'dan', 'tidak', 'terhalang', 'akses', 'udaranya', 'sama', 'seperti', 'halte', 'pertengahan', 'lainnya', 'sedangkan', 'untuk', 'halte', 'bus', 'trans', 'banyumas', 'kalau', 'duduk', 'di', 'bagian', 'dalam', 'di', 'cuaca', 'terik', 'sangat', 'sumuk', 'sekali', 'plus', 'minus', 'nya', 'ada', 'sesuai', 'dengan', 'cuaca', 'juga', 'iya', 'namun', 'satu', 'hal', 'lagi', 'yang', 'saya', 'terus', 'berharap', 'menjadi', 'perhatian', 'para', 'pemangku', 'kebijakan', 'yaitu', 'fasilitas', 'mounting', 'sepeda', 'di', 'kendaraan', 'umum', 'wah', 'sangat', 'memudahkan', 'sekali', 'bagi', 'saya', 'yang', 'belum', 'punya', 'mobil', 'pribadi', 'mengangkut', 'sepeda', 'di', 'siang', 'hari', 'yang', 'terik', 'menuju', 'jarak', 'kamu', 'tentunya', 'sangat', 'bermanfaat', 'sekali', 'bus', 'ini']","['halte', 'byang', 'ramai', 'sifatnya', 'terminus', 'ujung', 'rute', 'bus', 'informasi', 'detil', 'rute', 'trans', 'banyumas', 'trans', 'jateng', 'ditempel', 'halte', 'berharap', 'transportasi', 'diminati', 'masyarakat', 'berkembang', 'maju', 'kawasan', 'dk', 'jakarta', 'merasakan', 'kemudahan', 'mengakses', 'transportasi', 'jakarta', 'berharap', 'kemajuan', 'purwokerto', 'banyumas', 'daerah', 'kondisi', 'halte', 'bus', 'trans', 'banyumas', 'dipisah', 'bus', 'trans', 'jateng', 'alasan', 'memahaminya', 'halte', 'bus', 'trans', 'jateng', 'keadaannya', 'terbuka', 'tidak', 'terhalang', 'akses', 'udaranya', 'halte', 'pertengahan', 'halte', 'bus', 'trans', 'banyumas', 'duduk', 'cuaca', 'terik', 'sumuk', 'plus', 'minus', 'sesuai', 'cuaca', 'berharap', 'perhatian', 'pemangku', 'kebijakan', 'fasilitas', 'mounting', 'sepeda', 'kendaraan', 'memudahkan', 'mobil', 'pribadi', 'mengangkut', 'sepeda', 'siang', 'terik', 'jarak', 'bermanfaat', 'bus']",halte byang ramai sifatnya terminus ujung rute bus informasi detil rute trans banyumas trans jateng ditempel halte berharap transportasi diminati masyarakat berkembang maju kawasan dk jakarta merasakan kemudahan mengakses transportasi jakarta berharap kemajuan purwokerto banyumas daerah kondisi halte bus trans banyumas dipisah bus trans jateng alasan memahaminya halte bus trans jateng keadaannya terbuka tidak terhalang akses udaranya halte pertengahan halte bus trans banyumas duduk cuaca terik sumuk plus minus sesuai cuaca berharap perhatian pemangku kebijakan fasilitas mounting sepeda kendaraan memudahkan mobil pribadi mengangkut sepeda siang terik jarak bermanfaat bus,8,positive
5,Tempat tunggu Bus nya bersih..  rapih ..,Tempat tunggu Bus nya bersih  rapih,tempat tunggu bus nya bersih  rapih,tempat tunggu bus nya bersih rapi,"['tempat', 'tunggu', 'bus', 'nya', 'bersih', 'rapi']","['tunggu', 'bus', 'bersih', 'rapi']",tunggu bus bersih rapi,0,neutral
5,"Halte tempat pemberhentian akhir dari bis trans Banyumas rute Terminal Ajibarang - Terminal Pasar Pon. Haltenya nyaman. Ada tempat yg adem. Jadi ga akan kepanasan. Ada tempat duduknya juga. Untuk yg mau pergi lagi, dari halte ini bisa pesan goride atau gocar. Atau bisa juga naik angkot. Banyak angkot yg standby. Untuk penjaga di haltenya baik dan ramah. Ngebantu banget",Halte tempat pemberhentian akhir dari bis trans Banyumas rute Terminal Ajibarang  Terminal Pasar Pon Haltenya nyaman Ada tempat yg adem Jadi ga akan kepanasan Ada tempat duduknya juga Untuk yg mau pergi lagi dari halte ini bisa pesan goride atau gocar Atau bisa juga naik angkot Banyak angkot yg standby Untuk penjaga di haltenya baik dan ramah Ngebantu banget,halte tempat pemberhentian akhir dari bis trans banyumas rute terminal ajibarang  terminal pasar pon haltenya nyaman ada tempat yg adem jadi ga akan kepanasan ada tempat duduknya juga untuk yg mau pergi lagi dari halte ini bisa pesan goride atau gocar atau bisa juga naik angkot banyak angkot yg standby untuk penjaga di haltenya baik dan ramah ngebantu banget,halte tempat pemberhentian akhir dari bis trans banyumas rute terminal ajibarang terminal pasar pon haltenya nyaman ada tempat yang adem jadi enggak akan kepanasan ada tempat duduknya juga untuk yang mau pergi lagi dari halte ini bisa pesan goride atau gocar atau bisa juga naik angkot banyak angkot yang standby untuk penjaga di haltenya baik dan ramah membantu  sekali,"['halte', 'tempat', 'pemberhentian', 'akhir', 'dari', 'bis', 'trans', 'banyumas', 'rute', 'terminal', 'ajibarang', 'terminal', 'pasar', 'pon', 'haltenya', 'nyaman', 'ada', 'tempat', 'yang', 'adem', 'jadi', 'enggak', 'akan', 'kepanasan', 'ada', 'tempat', 'duduknya', 'juga', 'untuk', 'yang', 'mau', 'pergi', 'lagi', 'dari', 'halte', 'ini', 'bisa', 'pesan', 'goride', 'atau', 'gocar', 'atau', 'bisa', 'juga', 'naik', 'angkot', 'banyak', 'angkot', 'yang', 'standby', 'untuk', 'penjaga', 'di', 'haltenya', 'baik', 'dan', 'ramah', 'membantu', 'sekali']","['halte', 'pemberhentian', 'bis', 'trans', 'banyumas', 'rute', 'terminal', 'ajibarang', 'terminal', 'pasar', 'pon', 'haltenya', 'nyaman', 'adem', 'kepanasan', 'duduknya', 'pergi', 'halte', 'pesan', 'goride', 'gocar', 'angkot', 'angkot', 'standby', 'penjaga', 'haltenya', 'ramah', 'membantu']",halte pemberhentian bis trans banyumas rute terminal ajibarang terminal pasar pon haltenya nyaman adem kepanasan duduknya pergi halte pesan goride gocar angkot angkot standby penjaga haltenya ramah membantu,-3,negative
5,Pertama kali naik Trans Jateng Purwokerto Bukateja,Pertama kali naik Trans Jateng Purwokerto Bukateja,pertama kali naik trans jateng purwokerto bukateja,pertama kali naik trans jateng purwokerto bukateja,"['pertama', 'kali', 'naik', 'trans', 'jateng', 'purwokerto', 'bukateja']","['kali', 'trans', 'jateng', 'purwokerto', 'bukateja']",kali trans jateng purwokerto bukateja,0,neutral
4,"Halte ini dekat dengan stasiun purwokerto, gersang",Halte ini dekat dengan stasiun purwokerto gersang,halte ini dekat dengan stasiun purwokerto gersang,halte ini dekat dengan stasiun purwokerto gersang,"['halte', 'ini', 'dekat', 'dengan', 'stasiun', 'purwokerto', 'gersang']","['halte', 'stasiun', 'purwokerto', 'gersang']",halte stasiun purwokerto gersang,-3,negative
5,"Layanan terbaik,ada tempat tunggu bus aman dari panas atau hujan,hanya saja tidak bebas dari asap rokok",Layanan terbaikada tempat tunggu bus aman dari panas atau hujanhanya saja tidak bebas dari asap rokok,layanan terbaikada tempat tunggu bus aman dari panas atau hujanhanya saja tidak bebas dari asap rokok,layanan terbaikada tempat tunggu bus aman dari panas atau hujanhanya saja tidak bebas dari asap rokok,"['layanan', 'terbaikada', 'tempat', 'tunggu', 'bus', 'aman', 'dari', 'panas', 'atau', 'hujanhanya', 'saja', 'tidak', 'bebas', 'dari', 'asap', 'rokok']","['layanan', 'terbaikada', 'tunggu', 'bus', 'aman', 'panas', 'hujanhanya', 'tidak', 'bebas', 'asap', 'rokok']",layanan terbaikada tunggu bus aman panas hujanhanya tidak bebas asap rokok,-9,negative
5,halte trans Banyumas. untuk toilet agak jauh dari halte. sore hari banyak kedai makanan 🙂,halte trans Banyumas untuk toilet agak jauh dari halte sore hari banyak kedai makanan,halte trans banyumas untuk toilet agak jauh dari halte sore hari banyak kedai makanan,halte trans banyumas untuk toilet agak jauh dari halte sore hari banyak kedai makanan,"['halte', 'trans', 'banyumas', 'untuk', 'toilet', 'agak', 'jauh', 'dari', 'halte', 'sore', 'hari', 'banyak', 'kedai', 'makanan']","['halte', 'trans', 'banyumas', 'toilet', 'halte', 'sore', 'kedai', 'makanan']",halte trans banyumas toilet halte sore kedai makanan,3,positive
2,"Sebenarnya pelayanan dari driver Bus Trans Banyumas saya akui sangat bagus dan ramah, namun sangat disayangkan pelayanan dari petugas di halte pasar pon sangat tidak ramah dan tidak memberikan informasi yang jelas kepada calon penumpang yang baru pertama kali akan menggunakan bus trans banyumas, hal ini saya alami sendiri pada Hari Rabu, 4 September 2024 ketika hendak bertanya mengenai rute Bus Trans Banyumas untuk arah rita supermall apakah bisa jika menggunakan trans banyumas atau tidak, karena saya baru untuk pertama kalinya akan menggunakan bus tersebut sehingga saya bertanya kepada petugas halte, namun tidak dijawab sama sekali bahkan memalingkan muka seakan pertanyaan mengenai hal tersebut merupakan pertanyaan yang tidak perlu mendapatkan jawaban. Padahal disini saya masyarakat umum dan masih awam mengenai rute  Bus Trans Banyumas. Menurut saya pertanyaan tersebut sangat wajar untuk ditanyakan dan sangat pantas untuk mendapatkan jawaban, namun faktanya sama sekali tidak dijawab oleh petugas. Dan pada saat petugas halte tidak menjawab akhirnya ada salah satu driver ojek online yang membantu menjawab pertanyaan saya tersebut. Saya sangat kecewa dengan pelayanan petugas tersebut karena dari segi pelayanan di dalam bus nya sudah sangat bagus namun karena ketidakramahan petugas halte membuat saya merasa kecewa dengan pelayanan yang ada di halte pasar pon. Semoga keluhan saya dapat menjadi bahan evaluasi bagi petugas halte pasar pon untuk kedepannya agar bisa lebih ramah dan sopan dalam menjawab setiap pertanyaan secara informatif kepada calon penumpang Bus Trans Banyumas, sukses selalu untuk pelayanan Bus Trans Banyumas kedepannya🙏👍",Sebenarnya pelayanan dari driver Bus Trans Banyumas saya akui sangat bagus dan ramah namun sangat disayangkan pelayanan dari petugas di halte pasar pon sangat tidak ramah dan tidak memberikan informasi yang jelas kepada calon penumpang yang baru pertama kali akan menggunakan bus trans banyumas hal ini saya alami sendiri pada Hari Rabu  September  ketika hendak bertanya mengenai rute Bus Trans Banyumas untuk arah rita supermall apakah bisa jika menggunakan trans banyumas atau tidak karena saya baru untuk pertama kalinya akan menggunakan bus tersebut sehingga saya bertanya kepada petugas halte namun tidak dijawab sama sekali bahkan memalingkan muka seakan pertanyaan mengenai hal tersebut merupakan pertanyaan yang tidak perlu mendapatkan jawaban Padahal disini saya masyarakat umum dan masih awam mengenai rute  Bus Trans Banyumas Menurut saya pertanyaan tersebut sangat wajar untuk ditanyakan dan sangat pantas untuk mendapatkan jawaban namun faktanya sama sekali tidak dijawab oleh petugas Dan pada saat petugas halte tidak menjawab akhirnya ada salah satu driver ojek online yang membantu menjawab pertanyaan saya tersebut Saya sangat kecewa dengan pelayanan petugas tersebut karena dari segi pelayanan di dalam bus nya sudah sangat bagus namun karena ketidakramahan petugas halte membuat saya merasa kecewa dengan pelayanan yang ada di halte pasar pon Semoga keluhan saya dapat menjadi bahan evaluasi bagi petugas halte pasar pon untuk kedepannya agar bisa lebih ramah dan sopan dalam menjawab setiap pertanyaan secara informatif kepada calon penumpang Bus Trans Banyumas sukses selalu untuk pelayanan Bus Trans Banyumas kedepannya,sebenarnya pelayanan dari driver bus trans banyumas saya akui sangat bagus dan ramah namun sangat disayangkan pelayanan dari petugas di halte pasar pon sangat tidak ramah dan tidak memberikan informasi yang jelas kepada calon penumpang yang baru pertama kali akan menggunakan bus trans banyumas hal ini saya alami sendiri pada hari rabu  september  ketika hendak bertanya mengenai rute bus trans banyumas untuk arah rita supermall apakah bisa jika menggunakan trans banyumas atau tidak karena saya baru untuk pertama kalinya akan menggunakan bus tersebut sehingga saya bertanya kepada petugas halte namun tidak dijawab sama sekali bahkan memalingkan muka seakan pertanyaan mengenai hal tersebut merupakan pertanyaan yang tidak perlu mendapatkan jawaban padahal disini saya masyarakat umum dan masih awam mengenai rute  bus trans banyumas menurut saya pertanyaan tersebut sangat wajar untuk ditanyakan dan sangat pantas untuk mendapatkan jawaban namun faktanya sama sekali tidak dijawab oleh petugas dan pada saat petugas halte tidak menjawab akhirnya ada salah satu driver ojek online yang membantu menjawab pertanyaan saya tersebut saya sangat kecewa dengan pelayanan petugas tersebut karena dari segi pelayanan di dalam bus nya sudah sangat bagus namun karena ketidakramahan petugas halte membuat saya merasa kecewa dengan pelayanan yang ada di halte pasar pon semoga keluhan saya dapat menjadi bahan evaluasi bagi petugas halte pasar pon untuk kedepannya agar bisa lebih ramah dan sopan dalam menjawab setiap pertanyaan secara informatif kepada calon penumpang bus trans banyumas sukses selalu untuk pelayanan bus trans banyumas kedepannya,sebenarnya pelayanan dari kurir bus trans banyumas saya akui sangat bagus dan ramah namun sangat disayangkan pelayanan dari petugas di halte pasar pon sangat tidak ramah dan tidak memberikan informasi yang jelas kepada calon penumpang yang baru pertama kali akan menggunakan bus trans banyumas hal ini saya alami sendiri pada hari rabu september ketika hendak bertanya mengenai rute bus trans banyumas untuk arah rita supermall apakah bisa jika menggunakan trans banyumas atau tidak karena saya baru untuk pertama kalinya akan menggunakan bus tersebut sehingga saya bertanya kepada petugas halte namun tidak dijawab sama sekali bahkan memalingkan muka seakan pertanyaan mengenai hal tersebut merupakan pertanyaan yang tidak perlu mendapatkan jawaban padahal disini saya masyarakat umum dan masih awam mengenai rute bus trans banyumas menurut saya pertanyaan tersebut sangat wajar untuk ditanyakan dan sangat pantas untuk mendapatkan jawaban namun faktanya sama sekali tidak dijawab oleh petugas dan pada saat petugas halte tidak menjawab akhirnya ada salah satu kurir ojek online yang membantu menjawab pertanyaan saya tersebut saya sangat kecewa dengan pelayanan petugas tersebut karena dari segi pelayanan di dalam bus nya sudah sangat bagus namun karena ketidakramahan petugas halte membuat saya merasa kecewa dengan pelayanan yang ada di halte pasar pon semoga keluhan saya dapat menjadi bahan evaluasi bagi petugas halte pasar pon untuk kedepannya agar bisa lebih ramah dan sopan dalam menjawab setiap pertanyaan secara informatif kepada calon penumpang bus trans banyumas sukses selalu untuk pelayanan bus trans banyumas kedepannya,"['sebenarnya', 'pelayanan', 'dari', 'kurir', 'bus', 'trans', 'banyumas', 'saya', 'akui', 'sangat', 'bagus', 'dan', 'ramah', 'namun', 'sangat', 'disayangkan', 'pelayanan', 'dari', 'petugas', 'di', 'halte', 'pasar', 'pon', 'sangat', 'tidak', 'ramah', 'dan', 'tidak', 'memberikan', 'informasi', 'yang', 'jelas', 'kepada', 'calon', 'penumpang', 'yang', 'baru', 'pertama', 'kali', 'akan', 'menggunakan', 'bus', 'trans', 'banyumas', 'hal', 'ini', 'saya', 'alami', 'sendiri', 'pada', 'hari', 'rabu', 'september', 'ketika', 'hendak', 'bertanya', 'mengenai', 'rute', 'bus', 'trans', 'banyumas', 'untuk', 'arah', 'rita', 'supermall', 'apakah', 'bisa', 'jika', 'menggunakan', 'trans', 'banyumas', 'atau', 'tidak', 'karena', 'saya', 'baru', 'untuk', 'pertama', 'kalinya', 'akan', 'menggunakan', 'bus', 'tersebut', 'sehingga', 'saya', 'bertanya', 'kepada', 'petugas', 'halte', 'namun', 'tidak', 'dijawab', 'sama', 'sekali', 'bahkan', 'memalingkan', 'muka', 'seakan', 'pertanyaan', 'mengenai', 'hal', 'tersebut', 'merupakan', 'pertanyaan', 'yang', 'tidak', 'perlu', 'mendapatkan', 'jawaban', 'padahal', 'disini', 'saya', 'masyarakat', 'umum', 'dan', 'masih', 'awam', 'mengenai', 'rute', 'bus', 'trans', 'banyumas', 'menurut', 'saya', 'pertanyaan', 'tersebut', 'sangat', 'wajar', 'untuk', 'ditanyakan', 'dan', 'sangat', 'pantas', 'untuk', 'mendapatkan', 'jawaban', 'namun', 'faktanya', 'sama', 'sekali', 'tidak', 'dijawab', 'oleh', 'petugas', 'dan', 'pada', 'saat', 'petugas', 'halte', 'tidak', 'menjawab', 'akhirnya', 'ada', 'salah', 'satu', 'kurir', 'ojek', 'online', 'yang', 'membantu', 'menjawab', 'pertanyaan', 'saya', 'tersebut', 'saya', 'sangat', 'kecewa', 'dengan', 'pelayanan', 'petugas', 'tersebut', 'karena', 'dari', 'segi', 'pelayanan', 'di', 'dalam', 'bus', 'nya', 'sudah', 'sangat', 'bagus', 'namun', 'karena', 'ketidakramahan', 'petugas', 'halte', 'membuat', 'saya', 'merasa', 'kecewa', 'dengan', 'pelayanan', 'yang', 'ada', 'di', 'halte', 'pasar', 'pon', 'semoga', 'keluhan', 'saya', 'dapat', 'menjadi', 'bahan', 'evaluasi', 'bagi', 'petugas', 'halte', 'pasar', 'pon', 'untuk', 'kedepannya', 'agar', 'bisa', 'lebih', 'ramah', 'dan', 'sopan', 'dalam', 'menjawab', 'setiap', 'pertanyaan', 'secara', 'informatif', 'kepada', 'calon', 'penumpang', 'bus', 'trans', 'banyumas', 'sukses', 'selalu', 'untuk', 'pelayanan', 'bus', 'trans', 'banyumas', 'kedepannya']","['pelayanan', 'kurir', 'bus', 'trans', 'banyumas', 'akui', 'bagus', 'ramah', 'disayangkan', 'pelayanan', 'petugas', 'halte', 'pasar', 'pon', 'tidak', 'ramah', 'tidak', 'informasi', 'calon', 'penumpang', 'kali', 'bus', 'trans', 'banyumas', 'alami', 'rabu', 'september', 'rute', 'bus', 'trans', 'banyumas', 'arah', 'rita', 'supermall', 'trans', 'banyumas', 'tidak', 'kalinya', 'bus', 'petugas', 'halte', 'tidak', 'memalingkan', 'muka', 'seakan', 'tidak', 'masyarakat', 'awam', 'rute', 'bus', 'trans', 'banyumas', 'wajar', 'faktanya', 'tidak', 'petugas', 'petugas', 'halte', 'tidak', 'salah', 'kurir', 'ojek', 'online', 'membantu', 'kecewa', 'pelayanan', 'petugas', 'segi', 'pelayanan', 'bus', 'bagus', 'ketidakramahan', 'petugas', 'halte', 'kecewa', 'pelayanan', 'halte', 'pasar', 'pon', 'semoga', 'keluhan', 'bahan', 'evaluasi', 'petugas', 'halte', 'pasar', 'pon', 'kedepannya', 'ramah', 'sopan', 'informatif', 'calon', 'penumpang', 'bus', 'trans', 'banyumas', 'sukses', 'pelayanan', 'bus', 'trans', 'banyumas', 'kedepannya']",pelayanan kurir bus trans banyumas akui bagus ramah disayangkan pelayanan petugas halte pasar pon tidak ramah tidak informasi calon penumpang kali bus trans banyumas alami rabu september rute bus trans banyumas arah rita supermall trans banyumas tidak kalinya bus petugas halte tidak memalingkan muka seakan tidak masyarakat awam rute bus trans banyumas wajar faktanya tidak petugas petugas halte tidak salah kurir ojek online membantu kecewa pelayanan petugas segi pelayanan bus bagus ketidakramahan petugas halte kecewa pelayanan halte pasar pon semoga keluhan bahan evaluasi petugas halte pasar pon kedepannya ramah sopan informatif calon penumpang bus trans banyumas sukses pelayanan bus trans banyumas kedepannya,-60,negative
4,"Halte nya bersih , petugas nya lumayan informatif cuma untuk pendatang yg baru pertama naik trans banyumas atau trans Jateng kurang informasi hanya ada jalur2 saja",Halte nya bersih  petugas nya lumayan informatif cuma untuk pendatang yg baru pertama naik trans banyumas atau trans Jateng kurang informasi hanya ada jalur saja,halte nya bersih  petugas nya lumayan informatif cuma untuk pendatang yg baru pertama naik trans banyumas atau trans jateng kurang informasi hanya ada jalur saja,halte nya bersih petugas nya lumayan informatif cuma untuk pendatang yang baru pertama naik trans banyumas atau trans jateng kurang informasi hanya ada jalur saja,"['halte', 'nya', 'bersih', 'petugas', 'nya', 'lumayan', 'informatif', 'cuma', 'untuk', 'pendatang', 'yang', 'baru', 'pertama', 'naik', 'trans', 'banyumas', 'atau', 'trans', 'jateng', 'kurang', 'informasi', 'hanya', 'ada', 'jalur', 'saja']","['halte', 'bersih', 'petugas', 'lumayan', 'informatif', 'pendatang', 'trans', 'banyumas', 'trans', 'jateng', 'informasi', 'jalur']",halte bersih petugas lumayan informatif pendatang trans banyumas trans jateng informasi jalur,-9,negative
4,halte terdekat dengan stasiun Purwokerto,halte terdekat dengan stasiun Purwokerto,halte terdekat dengan stasiun purwokerto,halte terdekat dengan stasiun purwokerto,"['halte', 'terdekat', 'dengan', 'stasiun', 'purwokerto']","['halte', 'terdekat', 'stasiun', 'purwokerto']",halte terdekat stasiun purwokerto,1,positive
5,Kalau pulang ke rumah selalu naik bus trans,Kalau pulang ke rumah selalu naik bus trans,kalau pulang ke rumah selalu naik bus trans,kalau pulang ke rumah selalu naik bus trans,"['kalau', 'pulang', 'ke', 'rumah', 'selalu', 'naik', 'bus', 'trans']","['pulang', 'rumah', 'bus', 'trans']",pulang rumah bus trans,3,positive
5,Petugas ramah.busway banyak.,Petugas ramahbusway banyak,petugas ramahbusway banyak,petugas ramahbusway banyak,"['petugas', 'ramahbusway', 'banyak']","['petugas', 'ramahbusway']",petugas ramahbusway,-3,negative
